epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,4386.18,1.40959,0.65387,1.15913,0.75691,0.80617,0.76809,0.29811,2.31143,0.94863,1.55576,0.000198004,0.000198004,0.000198004
79,4443.19,1.38731,0.68399,1.09862,0.75965,0.79209,0.75441,0.30091,2.31109,0.94441,1.55936,0.000189757,0.000189757,0.000189757
80,4494.8,1.36307,0.6436,1.14272,0.82065,0.79969,0.78178,0.30676,2.30646,0.93245,1.55758,0.000181511,0.000181511,0.000181511
81,4549.66,1.30846,0.63896,1.08352,0.81634,0.7847,0.76301,0.30964,2.30686,0.92695,1.55956,0.000173264,0.000173264,0.000173264
82,4597.95,1.35211,0.6511,1.09002,0.81459,0.78689,0.76731,0.30971,2.29856,0.91658,1.55522,0.000165017,0.000165017,0.000165017
83,4646.54,1.30675,0.63276,1.10007,0.80829,0.80192,0.78496,0.30923,2.2906,0.91082,1.55013,0.000156771,0.000156771,0.000156771
84,4698.29,1.32464,0.63233,1.06647,0.81785,0.80197,0.78258,0.3118,2.28372,0.90681,1.54467,0.000148524,0.000148524,0.000148524
85,4751.9,1.30322,0.64167,1.13597,0.83506,0.81288,0.79807,0.31418,2.27274,0.89681,1.53751,0.000140277,0.000140277,0.000140277
86,4804.02,1.36125,0.65721,1.07581,0.83402,0.81322,0.79687,0.32052,2.27187,0.89154,1.54075,0.000132031,0.000132031,0.000132031
87,4855.96,1.31124,0.62801,1.0907,0.83083,0.81303,0.79388,0.32231,2.27242,0.88669,1.54474,0.000123784,0.000123784,0.000123784
88,4911.1,1.4188,0.66199,1.07638,0.82864,0.81236,0.79837,0.32394,2.27273,0.88463,1.54768,0.000115537,0.000115537,0.000115537
89,4967.3,1.29974,0.62685,1.08851,0.81494,0.81266,0.80006,0.31987,2.27689,0.88392,1.5519,0.00010729,0.00010729,0.00010729
